market_id,market,property_kind,month,rent_closes,median_rent_usd
c:central:san-lorenzo,San Lorenzo,local,2025-12-01,1,
c:central:san-lorenzo,San Lorenzo,local,2026-01-01,4,
c:central:san-lorenzo,San Lorenzo,local,2026-02-01,1,
c:central:san-lorenzo,San Lorenzo,local,2026-03-01,2,
c:central:san-lorenzo,San Lorenzo,local,2026-04-01,1,
c:central:san-lorenzo,San Lorenzo,local,2026-05-01,5,
c:central:san-lorenzo,San Lorenzo,local,2026-06-01,1,
c:central:san-lorenzo,San Lorenzo,local,2026-08-01,1,
c:central:san-lorenzo,San Lorenzo,local,2026-09-01,1,
c:central:san-lorenzo,San Lorenzo,oficina,2025-10-01,1,
c:central:san-lorenzo,San Lorenzo,oficina,2025-11-01,2,
c:central:san-lorenzo,San Lorenzo,otro,2025-10-01,2,
c:central:san-lorenzo,San Lorenzo,otro,2025-12-01,1,
c:central:san-lorenzo,San Lorenzo,otro,2026-01-01,1,
c:central:san-lorenzo,San Lorenzo,otro,2026-03-01,1,
c:central:san-lorenzo,San Lorenzo,otro,2026-05-01,1,
c:central:san-lorenzo,San Lorenzo,terreno,2025-10-01,1,
c:central:lambare,Lambaré,deposito,2024-05-01,1,
c:central:lambare,Lambaré,deposito,2025-08-01,2,
c:central:lambare,Lambaré,deposito,2025-09-01,1,
c:central:lambare,Lambaré,deposito,2026-01-01,1,
c:central:lambare,Lambaré,deposito,2026-02-01,1,
c:central:lambare,Lambaré,deposito,2026-06-01,2,
c:central:lambare,Lambaré,deposito,2026-09-01,1,
c:central:lambare,Lambaré,casa,2024-07-01,1,
c:central:lambare,Lambaré,casa,2024-10-01,1,
c:central:lambare,Lambaré,casa,2024-12-01,1,
c:central:lambare,Lambaré,casa,2025-09-01,3,
c:central:lambare,Lambaré,casa,2025-10-01,4,
c:central:lambare,Lambaré,casa,2025-11-01,4,
c:central:lambare,Lambaré,casa,2025-12-01,2,
c:central:lambare,Lambaré,casa,2026-01-01,5,
c:central:lambare,Lambaré,casa,2026-03-01,4,
c:central:lambare,Lambaré,casa,2026-04-01,5,
c:central:lambare,Lambaré,casa,2026-05-01,1,
c:central:lambare,Lambaré,casa,2026-06-01,7,
c:central:lambare,Lambaré,casa,2026-07-01,3,
c:central:lambare,Lambaré,casa,2026-08-01,2,
c:central:lambare,Lambaré,duplex,2024-07-01,1,
c:central:lambare,Lambaré,duplex,2024-11-01,1,
c:central:lambare,Lambaré,duplex,2025-06-01,1,
c:central:lambare,Lambaré,duplex,2025-09-01,1,
c:central:lambare,Lambaré,duplex,2025-10-01,2,
c:central:lambare,Lambaré,duplex,2025-11-01,1,
c:central:lambare,Lambaré,duplex,2025-12-01,2,
c:central:lambare,Lambaré,duplex,2026-01-01,6,
c:central:lambare,Lambaré,duplex,2026-02-01,1,
c:central:lambare,Lambaré,duplex,2026-03-01,1,
c:central:lambare,Lambaré,duplex,2026-04-01,2,
c:central:lambare,Lambaré,duplex,2026-05-01,3,
c:central:lambare,Lambaré,duplex,2026-06-01,2,
c:central:lambare,Lambaré,duplex,2026-07-01,6,
c:central:lambare,Lambaré,duplex,2026-08-01,2,
c:central:lambare,Lambaré,duplex,2026-09-01,2,
c:central:lambare,Lambaré,departamento,2024-09-01,1,
c:central:lambare,Lambaré,departamento,2025-08-01,1,
c:central:lambare,Lambaré,departamento,2025-09-01,2,
c:central:lambare,Lambaré,departamento,2025-11-01,1,
c:central:lambare,Lambaré,departamento,2025-12-01,3,
c:central:lambare,Lambaré,departamento,2026-01-01,2,
c:central:lambare,Lambaré,departamento,2026-02-01,1,
c:central:lambare,Lambaré,departamento,2026-03-01,3,
c:central:lambare,Lambaré,departamento,2026-04-01,1,
c:central:lambare,Lambaré,departamento,2026-06-01,2,
c:central:lambare,Lambaré,departamento,2026-07-01,1,
c:central:lambare,Lambaré,departamento,2026-08-01,1,
c:central:lambare,Lambaré,departamento,2026-09-01,1,
c:central:lambare,Lambaré,local,2025-09-01,2,
c:central:lambare,Lambaré,local,2025-10-01,2,
c:central:lambare,Lambaré,local,2025-11-01,1,
c:central:lambare,Lambaré,local,2026-05-01,2,
c:central:lambare,Lambaré,local,2026-06-01,1,
c:central:lambare,Lambaré,local,2026-07-01,2,
c:central:lambare,Lambaré,otro,2025-09-01,1,
c:central:lambare,Lambaré,otro,2026-02-01,1,
c:central:lambare,Lambaré,terreno,2026-03-01,1,
c:central:lambare,Lambaré,terreno,2026-08-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2024-04-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2024-11-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-06-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-08-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-09-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-10-01,7,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-11-01,8,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2025-12-01,4,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-01-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-02-01,5,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-03-01,5,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-04-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-05-01,6,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-06-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-07-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-08-01,4,
c:central:fernando-de-la-mora,Fernando de la Mora,departamento,2026-09-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2024-07-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2025-07-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2025-09-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2025-10-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2025-11-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-01-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-02-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-03-01,5,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-04-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-05-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-07-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-08-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,casa,2026-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2024-07-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2024-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-05-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-06-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-08-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-11-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2025-12-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-01-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-02-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-03-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-04-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-05-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-07-01,4,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-08-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,local,2026-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,deposito,2024-10-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,deposito,2025-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,deposito,2026-01-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,deposito,2026-02-01,4,
c:central:fernando-de-la-mora,Fernando de la Mora,deposito,2026-03-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,oficina,2025-06-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2025-08-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2025-09-01,4,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2025-11-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2025-12-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-01-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-02-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-03-01,2,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-05-01,3,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-06-01,6,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-07-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,duplex,2026-09-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,otro,2025-11-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,otro,2025-12-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,otro,2026-01-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,otro,2026-03-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,otro,2026-08-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,terreno,2026-05-01,1,
c:central:fernando-de-la-mora,Fernando de la Mora,terreno,2026-09-01,1,
c:central:capiata,Capiatá,local,2024-07-01,1,
c:central:capiata,Capiatá,local,2026-03-01,1,
c:central:capiata,Capiatá,casa,2025-07-01,1,
c:central:capiata,Capiatá,casa,2025-08-01,1,
c:central:capiata,Capiatá,casa,2025-09-01,1,
c:central:capiata,Capiatá,casa,2025-10-01,1,
c:central:capiata,Capiatá,casa,2025-12-01,1,
c:central:capiata,Capiatá,casa,2026-01-01,1,
c:central:capiata,Capiatá,casa,2026-02-01,1,
c:central:capiata,Capiatá,casa,2026-03-01,2,
c:central:capiata,Capiatá,casa,2026-05-01,1,
c:central:capiata,Capiatá,casa,2026-06-01,2,
c:central:capiata,Capiatá,casa,2026-07-01,1,
c:central:capiata,Capiatá,casa,2026-08-01,2,
c:central:capiata,Capiatá,casa,2026-09-01,1,
c:central:capiata,Capiatá,quinta,2025-09-01,1,
c:central:capiata,Capiatá,deposito,2025-11-01,2,
c:central:capiata,Capiatá,deposito,2025-12-01,1,
c:central:capiata,Capiatá,deposito,2026-01-01,1,
c:central:capiata,Capiatá,deposito,2026-03-01,1,
c:central:capiata,Capiatá,deposito,2026-04-01,2,
c:central:capiata,Capiatá,departamento,2025-12-01,1,
c:central:capiata,Capiatá,departamento,2026-01-01,1,
c:central:capiata,Capiatá,departamento,2026-03-01,1,
c:central:capiata,Capiatá,departamento,2026-08-01,1,
c:central:capiata,Capiatá,otro,2026-09-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,deposito,2025-08-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,deposito,2026-01-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,deposito,2026-03-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2025-09-01,3,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2025-10-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2025-11-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-01-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-02-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-03-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-04-01,5,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-05-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-06-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-08-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,casa,2026-09-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2025-09-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2025-10-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2025-11-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2025-12-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-01-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-02-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-03-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-04-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-05-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-06-01,4,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-07-01,3,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-08-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,departamento,2026-09-01,4,
c:central:mariano-roque-alonso,Mariano Roque Alonso,duplex,2025-09-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,duplex,2026-06-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,local,2025-09-01,1,
c:central:mariano-roque-alonso,Mariano Roque Alonso,local,2026-04-01,2,
c:central:mariano-roque-alonso,Mariano Roque Alonso,local,2026-08-01,2,
c:central:nemby,Ñemby,casa,2025-06-01,1,
c:central:nemby,Ñemby,casa,2025-11-01,2,
c:central:nemby,Ñemby,casa,2026-01-01,1,
c:central:nemby,Ñemby,casa,2026-02-01,1,
c:central:nemby,Ñemby,casa,2026-03-01,2,
c:central:nemby,Ñemby,casa,2026-04-01,1,
c:central:nemby,Ñemby,casa,2026-05-01,2,
c:central:nemby,Ñemby,casa,2026-06-01,1,
c:central:nemby,Ñemby,casa,2026-08-01,4,
c:central:nemby,Ñemby,local,2025-07-01,2,
c:central:nemby,Ñemby,local,2025-08-01,2,
c:central:nemby,Ñemby,local,2025-09-01,2,
c:central:nemby,Ñemby,local,2025-10-01,1,
c:central:nemby,Ñemby,local,2026-01-01,2,
c:central:nemby,Ñemby,departamento,2025-09-01,1,
c:central:nemby,Ñemby,departamento,2026-01-01,1,
c:central:nemby,Ñemby,departamento,2026-02-01,1,
c:central:nemby,Ñemby,departamento,2026-03-01,1,
c:central:nemby,Ñemby,departamento,2026-04-01,1,
c:central:nemby,Ñemby,departamento,2026-05-01,2,
c:central:nemby,Ñemby,departamento,2026-06-01,1,
c:central:nemby,Ñemby,departamento,2026-07-01,2,
c:central:nemby,Ñemby,deposito,2025-09-01,1,
c:central:nemby,Ñemby,deposito,2025-10-01,1,
c:central:nemby,Ñemby,deposito,2025-12-01,1,
c:central:nemby,Ñemby,deposito,2026-03-01,1,
c:central:nemby,Ñemby,duplex,2025-11-01,1,
c:central:nemby,Ñemby,duplex,2026-03-01,1,
c:central:nemby,Ñemby,otro,2026-02-01,1,
c:central:nemby,Ñemby,otro,2026-03-01,1,
c:central:nemby,Ñemby,otro,2026-05-01,1,
c:central:nemby,Ñemby,terreno,2026-07-01,1,
c:central:villa-elisa,Villa Elisa,local,2024-08-01,1,
c:central:villa-elisa,Villa Elisa,local,2025-02-01,1,
c:central:villa-elisa,Villa Elisa,local,2025-09-01,1,
c:central:villa-elisa,Villa Elisa,local,2026-03-01,2,
c:central:villa-elisa,Villa Elisa,local,2026-05-01,1,
c:central:villa-elisa,Villa Elisa,local,2026-08-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2024-09-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2025-02-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2025-08-01,2,
c:central:villa-elisa,Villa Elisa,departamento,2025-09-01,2,
c:central:villa-elisa,Villa Elisa,departamento,2025-10-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2025-11-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2026-01-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2026-03-01,2,
c:central:villa-elisa,Villa Elisa,departamento,2026-06-01,1,
c:central:villa-elisa,Villa Elisa,departamento,2026-09-01,1,
c:central:villa-elisa,Villa Elisa,deposito,2025-07-01,1,
c:central:villa-elisa,Villa Elisa,deposito,2025-12-01,1,
c:central:villa-elisa,Villa Elisa,deposito,2026-05-01,1,
c:central:villa-elisa,Villa Elisa,duplex,2025-08-01,1,
c:central:villa-elisa,Villa Elisa,duplex,2025-12-01,2,
c:central:villa-elisa,Villa Elisa,duplex,2026-01-01,1,
c:central:villa-elisa,Villa Elisa,duplex,2026-03-01,3,
c:central:villa-elisa,Villa Elisa,duplex,2026-04-01,1,
c:central:villa-elisa,Villa Elisa,duplex,2026-05-01,1,
c:central:villa-elisa,Villa Elisa,duplex,2026-06-01,2,
c:central:villa-elisa,Villa Elisa,duplex,2026-07-01,3,
c:central:villa-elisa,Villa Elisa,duplex,2026-08-01,1,
c:central:villa-elisa,Villa Elisa,casa,2025-11-01,1,
c:central:villa-elisa,Villa Elisa,casa,2025-12-01,3,
c:central:villa-elisa,Villa Elisa,casa,2026-01-01,2,
c:central:villa-elisa,Villa Elisa,casa,2026-03-01,3,
c:central:villa-elisa,Villa Elisa,casa,2026-04-01,1,
c:central:villa-elisa,Villa Elisa,casa,2026-05-01,1,
c:central:villa-elisa,Villa Elisa,casa,2026-06-01,1,
c:central:villa-elisa,Villa Elisa,casa,2026-08-01,2,
c:central:villa-elisa,Villa Elisa,oficina,2026-06-01,1,
c:central:villa-elisa,Villa Elisa,otro,2026-09-01,1,
c:central:limpio,Limpio,local,2025-10-01,1,
c:central:limpio,Limpio,local,2026-01-01,1,
c:central:limpio,Limpio,casa,2025-11-01,1,
c:central:limpio,Limpio,casa,2026-02-01,1,
c:central:limpio,Limpio,casa,2026-05-01,2,
c:central:limpio,Limpio,casa,2026-06-01,3,
c:central:limpio,Limpio,casa,2026-09-01,2,
c:central:limpio,Limpio,departamento,2025-12-01,1,
c:central:limpio,Limpio,departamento,2026-05-01,1,
c:central:limpio,Limpio,departamento,2026-09-01,1,
c:central:limpio,Limpio,deposito,2026-09-01,1,
c:central:itaugua,Itauguá,deposito,2025-11-01,1,
c:central:itaugua,Itauguá,deposito,2026-05-01,1,
c:central:itaugua,Itauguá,local,2025-11-01,1,
c:central:itaugua,Itauguá,local,2025-12-01,1,
c:central:itaugua,Itauguá,local,2026-02-01,2,
c:central:itaugua,Itauguá,local,2026-06-01,1,
c:central:itaugua,Itauguá,local,2026-08-01,1,
c:central:itaugua,Itauguá,oficina,2025-11-01,1,
c:central:itaugua,Itauguá,casa,2025-12-01,2,
c:central:itaugua,Itauguá,casa,2026-05-01,1,
c:central:itaugua,Itauguá,casa,2026-06-01,1,
c:central:itaugua,Itauguá,casa,2026-09-01,1,
c:central:itaugua,Itauguá,duplex,2026-04-01,1,
c:central:itaugua,Itauguá,otro,2026-06-01,1,
c:central:aregua,Areguá,casa,2025-07-01,1,
c:central:aregua,Areguá,casa,2025-11-01,1,
c:central:aregua,Areguá,casa,2026-03-01,1,
c:central:aregua,Areguá,casa,2026-04-01,1,
c:central:aregua,Areguá,casa,2026-05-01,1,
c:central:aregua,Areguá,casa,2026-07-01,1,
c:central:aregua,Areguá,casa,2026-08-01,1,
c:central:ypane,Ypané,local,2025-09-01,1,
c:central:ypane,Ypané,local,2025-10-01,1,
c:central:ypacarai,Ypacaraí,local,2026-02-01,1,
c:central:ypacarai,Ypacaraí,local,2026-04-01,1,
c:central:san-antonio,San Antonio,deposito,2025-10-01,1,
c:central:san-antonio,San Antonio,deposito,2026-06-01,1,
c:central:san-antonio,San Antonio,otro,2025-11-01,1,
c:central:san-antonio,San Antonio,casa,2026-06-01,1,
c:central:villeta,Villeta,local,2025-09-01,1,
c:central:villeta,Villeta,otro,2025-10-01,1,
c:central:villeta,Villeta,casa,2026-08-01,1,
c:central:villeta,Villeta,deposito,2026-08-01,1,
c:central:ita,Itá,departamento,2026-05-01,1,
c:central:ita,Itá,otro,2026-09-01,1,
d:itapua,Itapúa,casa,2025-08-01,1,
d:itapua,Itapúa,casa,2025-09-01,8,
d:itapua,Itapúa,casa,2025-10-01,3,
d:itapua,Itapúa,casa,2025-11-01,4,
d:itapua,Itapúa,casa,2025-12-01,4,
d:itapua,Itapúa,casa,2026-01-01,5,
d:itapua,Itapúa,casa,2026-02-01,6,
d:itapua,Itapúa,casa,2026-03-01,4,
d:itapua,Itapúa,casa,2026-04-01,3,
d:itapua,Itapúa,casa,2026-05-01,5,
d:itapua,Itapúa,casa,2026-06-01,4,
d:itapua,Itapúa,casa,2026-07-01,3,
d:itapua,Itapúa,casa,2026-08-01,4,
d:itapua,Itapúa,casa,2026-09-01,4,
d:itapua,Itapúa,duplex,2025-08-01,1,
d:itapua,Itapúa,duplex,2025-09-01,1,
d:itapua,Itapúa,duplex,2025-11-01,3,
d:itapua,Itapúa,duplex,2025-12-01,2,
d:itapua,Itapúa,duplex,2026-01-01,2,
d:itapua,Itapúa,duplex,2026-03-01,4,
d:itapua,Itapúa,duplex,2026-04-01,7,
d:itapua,Itapúa,duplex,2026-05-01,2,
d:itapua,Itapúa,duplex,2026-07-01,3,
d:itapua,Itapúa,duplex,2026-08-01,4,
d:itapua,Itapúa,duplex,2026-09-01,2,
d:itapua,Itapúa,local,2025-08-01,1,
d:itapua,Itapúa,local,2025-09-01,1,
d:itapua,Itapúa,local,2025-11-01,2,
d:itapua,Itapúa,local,2025-12-01,5,
d:itapua,Itapúa,local,2026-02-01,3,
d:itapua,Itapúa,local,2026-03-01,1,
d:itapua,Itapúa,local,2026-04-01,3,
d:itapua,Itapúa,local,2026-06-01,2,
d:itapua,Itapúa,local,2026-07-01,3,
d:itapua,Itapúa,local,2026-08-01,2,
d:itapua,Itapúa,departamento,2025-09-01,7,
d:itapua,Itapúa,departamento,2025-10-01,8,
d:itapua,Itapúa,departamento,2025-11-01,4,
d:itapua,Itapúa,departamento,2025-12-01,9,
d:itapua,Itapúa,departamento,2026-01-01,6,
d:itapua,Itapúa,departamento,2026-02-01,5,
d:itapua,Itapúa,departamento,2026-03-01,12,
d:itapua,Itapúa,departamento,2026-04-01,7,
d:itapua,Itapúa,departamento,2026-05-01,10,
d:itapua,Itapúa,departamento,2026-06-01,12,
d:itapua,Itapúa,departamento,2026-07-01,10,
d:itapua,Itapúa,departamento,2026-08-01,8,
d:itapua,Itapúa,departamento,2026-09-01,4,
d:itapua,Itapúa,terreno,2025-09-01,1,
d:itapua,Itapúa,terreno,2025-10-01,1,
d:itapua,Itapúa,terreno,2026-04-01,1,
d:itapua,Itapúa,terreno,2026-05-01,1,
d:itapua,Itapúa,deposito,2025-11-01,1,
d:itapua,Itapúa,deposito,2025-12-01,1,
d:itapua,Itapúa,deposito,2026-02-01,1,
d:itapua,Itapúa,deposito,2026-03-01,1,
d:itapua,Itapúa,deposito,2026-06-01,2,
d:itapua,Itapúa,deposito,2026-08-01,1,
d:itapua,Itapúa,otro,2025-11-01,1,
d:itapua,Itapúa,otro,2025-12-01,1,
d:itapua,Itapúa,otro,2026-02-01,2,
d:itapua,Itapúa,otro,2026-05-01,1,
d:itapua,Itapúa,otro,2026-06-01,1,
d:itapua,Itapúa,otro,2026-08-01,2,
d:itapua,Itapúa,oficina,2025-12-01,1,
d:itapua,Itapúa,oficina,2026-02-01,1,
d:itapua,Itapúa,quinta,2026-07-01,1,
d:itapua,Itapúa,edificio,2026-08-01,1,
c:itapua:encarnacion,Encarnación,local,2025-08-01,1,
c:itapua:encarnacion,Encarnación,local,2025-09-01,1,
c:itapua:encarnacion,Encarnación,local,2025-11-01,2,
c:itapua:encarnacion,Encarnación,local,2025-12-01,5,
c:itapua:encarnacion,Encarnación,local,2026-02-01,3,
c:itapua:encarnacion,Encarnación,local,2026-03-01,1,
c:itapua:encarnacion,Encarnación,local,2026-04-01,1,
c:itapua:encarnacion,Encarnación,local,2026-06-01,2,
c:itapua:encarnacion,Encarnación,local,2026-07-01,3,
c:itapua:encarnacion,Encarnación,local,2026-08-01,2,
c:itapua:encarnacion,Encarnación,casa,2025-09-01,4,
c:itapua:encarnacion,Encarnación,casa,2025-10-01,2,
c:itapua:encarnacion,Encarnación,casa,2025-11-01,3,
c:itapua:encarnacion,Encarnación,casa,2025-12-01,3,
c:itapua:encarnacion,Encarnación,casa,2026-01-01,4,
c:itapua:encarnacion,Encarnación,casa,2026-02-01,6,
c:itapua:encarnacion,Encarnación,casa,2026-03-01,3,
c:itapua:encarnacion,Encarnación,casa,2026-04-01,1,
c:itapua:encarnacion,Encarnación,casa,2026-05-01,2,
c:itapua:encarnacion,Encarnación,casa,2026-06-01,3,
c:itapua:encarnacion,Encarnación,casa,2026-07-01,2,
c:itapua:encarnacion,Encarnación,casa,2026-08-01,2,
c:itapua:encarnacion,Encarnación,casa,2026-09-01,1,
c:itapua:encarnacion,Encarnación,departamento,2025-09-01,6,
c:itapua:encarnacion,Encarnación,departamento,2025-10-01,8,
c:itapua:encarnacion,Encarnación,departamento,2025-11-01,4,
c:itapua:encarnacion,Encarnación,departamento,2025-12-01,7,
c:itapua:encarnacion,Encarnación,departamento,2026-01-01,5,
c:itapua:encarnacion,Encarnación,departamento,2026-02-01,4,
c:itapua:encarnacion,Encarnación,departamento,2026-03-01,11,
c:itapua:encarnacion,Encarnación,departamento,2026-04-01,5,
c:itapua:encarnacion,Encarnación,departamento,2026-05-01,10,
c:itapua:encarnacion,Encarnación,departamento,2026-06-01,12,
c:itapua:encarnacion,Encarnación,departamento,2026-07-01,10,
c:itapua:encarnacion,Encarnación,departamento,2026-08-01,6,
c:itapua:encarnacion,Encarnación,departamento,2026-09-01,3,
c:itapua:encarnacion,Encarnación,terreno,2025-09-01,1,
c:itapua:encarnacion,Encarnación,terreno,2025-10-01,1,
c:itapua:encarnacion,Encarnación,terreno,2026-04-01,1,
c:itapua:encarnacion,Encarnación,terreno,2026-05-01,1,
c:itapua:encarnacion,Encarnación,deposito,2025-11-01,1,
c:itapua:encarnacion,Encarnación,deposito,2025-12-01,1,
c:itapua:encarnacion,Encarnación,deposito,2026-02-01,1,
c:itapua:encarnacion,Encarnación,deposito,2026-06-01,1,
c:itapua:encarnacion,Encarnación,deposito,2026-08-01,1,
c:itapua:encarnacion,Encarnación,oficina,2025-12-01,1,
c:itapua:encarnacion,Encarnación,oficina,2026-02-01,1,
c:itapua:encarnacion,Encarnación,otro,2025-12-01,1,
c:itapua:encarnacion,Encarnación,otro,2026-02-01,1,
c:itapua:encarnacion,Encarnación,otro,2026-06-01,1,
c:itapua:encarnacion,Encarnación,otro,2026-08-01,1,
c:itapua:encarnacion,Encarnación,duplex,2026-03-01,1,
c:itapua:encarnacion,Encarnación,duplex,2026-04-01,3,
c:itapua:encarnacion,Encarnación,duplex,2026-05-01,1,
c:itapua:encarnacion,Encarnación,duplex,2026-07-01,2,
c:itapua:encarnacion,Encarnación,duplex,2026-08-01,3,
c:itapua:encarnacion,Encarnación,duplex,2026-09-01,1,
c:itapua:encarnacion,Encarnación,edificio,2026-08-01,1,
c:itapua:cambyreta,Cambyretá,duplex,2025-08-01,1,
c:itapua:cambyreta,Cambyretá,duplex,2025-09-01,1,
c:itapua:cambyreta,Cambyretá,duplex,2025-11-01,3,
c:itapua:cambyreta,Cambyretá,duplex,2025-12-01,2,
c:itapua:cambyreta,Cambyretá,duplex,2026-01-01,2,
